"[652, 1082, 1470, 1704, 1893, 2398, 2689, 2730, 3248, 3537, 3892, 4221, 4407, 4777, 5099, 5873, 6811, 6991, 7077, 7949, 8009, 8309]"
"[71, 203, 598, 1085, 1471, 1707, 2404, 3255, 3542, 3899, 5877, 6813, 7084, 7953, 8022, 8145, 8313]"
"[77, 204, 599, 1086, 1472, 1708, 2405, 3543, 3900, 5878, 6814, 7085, 7956, 8023, 8146, 8314]"
