"[142, 682, 2102, 2436, 7098, 8143, 8260, 8281, 8585, 8664, 8717]"
"[116, 174, 241, 408, 462, 558, 745, 1036, 1309, 1666, 1812, 1840, 1975, 1990, 2355, 2457, 2495, 2564, 2598, 2851, 2980, 3617, 3632, 3767, 3787, 4046, 4069, 4240, 4426, 5412, 5748, 6065, 6618, 7973, 7993, 8013, 8024]"
"[88, 402, 610, 645, 740, 1065, 1095, 2212, 2320, 2948, 3166, 3190, 3235, 4980, 5941, 6344, 7008, 7668]"
