"[530, 654, 1704, 1893, 2398, 2691, 2732, 2979, 3539, 3894, 4778, 5542, 5874, 7949]"
"[531, 656, 1470, 1705, 1895, 2399, 2692, 2733, 2981, 3540, 3895, 4224, 4779, 5543, 7950]"
"[532, 658, 1471, 1706, 1896, 2400, 2695, 2734, 3541, 3896, 4225, 4781, 5544, 5876, 6812, 7951]"
