"[2561, 3432, 5733, 6258, 6623, 6877, 7815]"
"[724, 1512, 2454, 2742, 3313, 3618, 4177, 5636, 6133, 6525, 7090]"
"[2576, 3153, 3447, 5498, 5754, 6275, 6659, 6912, 7825]"
