"[533, 722, 1881, 2694, 2987, 3305, 4001, 4240, 4371, 4888, 5187, 5405, 5931, 6746, 7185, 8538]"
"[534, 723, 1882, 2988, 3306, 4002, 4241, 4372, 4889, 5406, 6747, 7186, 8539]"
"[213, 2068, 4743, 4998, 5333, 5797, 6245, 6528, 6569, 7286, 7420, 7692]"
